Text,Label,pred_LR_best
1866 supreme court ruling stay home orders illegal united states disregarded impunity,1,0
uk hospital covid 19 death toll rises 360 21 092 pic twitter com bod79bzoye,0,0
rt depsechargan covid19 outbreak important everyone know difference n95 respirators surgical mas,0,0
last 5 days processed 100000 tests 18421 tests processed yesterday labs working well within 48 hour turn around time table set test results still completed within 24 hours,0,0
another day uneven current covid 19 hospitalizations data california texas still getting complete data hospitals due hhs changeover frozen figures,0,0
authorities identified international chemical warfare terrorist samuel whitcomb hyde behind deadly china coronavirus,1,1
well paulistas congratulations spoken disclosed several groups speak demonic vaccine happy go ahead allow besides taking lot life risk destroy money public benefiting damn china,1,1
image shows facade building terraces crowded people spreads message india everyone home avoid crowds street,1,1
corona catches one side horn,0,0
opposition parties criticised finance minister nirmalasitharaman claiming given state governments adequate help lockdown covid 19 pandemic,0,1
harvard professor arrested ties creating coronavirus leaking,1,1
funding south korea helps support improvements reproductive health services uganda keep going covid19 1m pregnant women amp newborn babies expected benefit support whoimpact,0,0
yesterday laboratories completed 3329 tests bringing total number tests completed date 405329 rolling seven day average 5271,0,0
saint luke hospital usa says consuming alcohol reduce risk covid 19,1,1
cristiano ronaldo going transform hotels hospitals,1,1
changed mind masks says increase risk infection,1,0
tamilnadu covid 19 tally crosses 3 000 mark 3 023 cases coronavirusoutbreakindia live updates pic twitter com vnxd5pcxtq,0,0
marathi newspaper reports conspiracy theory coronavirus bioweapon,1,1
larry kramer writing play covid 19 died gay people live three plagues said march play like legacy remained work progress,0,0
national number people currently hospitalized covid 19 still climbing even without data big outbreak florida last week fl said current hospitalization data way seen reported yet,0,0
cancer trials interrupted covid revived,0,0
indiafightscorona steep rise india conducts 4 23 cr tests 43 total cases recorded 3 states maharashtra ap karnataka staysafe indiawillwin,0,0
need great safe donate blood covid 19 outbreak,0,0
rosnovsky cdc main discrepancy new york city new york state reporting presumed covid deaths methods defensible different alexismadrigal,0,0
almost 300 million students worldwide faced weeks home italy india latest shut schools covid 19 outbreak covid19 coronavirus schools,0,0
monkey infected coronavirus photo,1,1
study confirms cats become infected may transmit covid 19 cats,0,0
katy perry madonna black sabbath shared videos italy flash mob fake audio,1,1
well designed studies recovered covid 19 provide much needed information immunity,0,0
uk covid 19 alert level moved level three level four meaning transmission virus high rising exponentially,0,0
photo taken journalist showing beach jacksonville florida government reopened beach news reports claimed,1,1
238 new cases covid19 92 kano 36 fct 30 lagos 16 gombe 10 bauchi 8 delta 6 oyo 5 zamfara 5 sokoto 4 ondo 4 nasarawa 3 kwara 3 edo 3 ekiti 3 borno 3 yobe 2 adamawa 1 niger 1 imo 1 ebonyi 1 rivers 1 enugu 2170 confirmed cases covid19 nigeria discharged 351 deaths 68,0,0
hunger pandemic service china fiuza ana paula read today coppolla bulletin support bit ly revistaoeste newsletter news coming thank cnn brasil honoring opportunity discuss prime time obviously star solar mediator monalisa perrone dr augusto de arruda botelho committed rid audience marasmus competition looks like competition agree premiere 2nd 06 apr cnn channel 577 20h30 21h compartil,0,0
black lives matter protests contribute covid 19 surge,0,0
japanese nobel laureate dr tasuku honjo said china manufactured coronavirus worked wuhan lab later produced,1,1
fda tightens rules antibody testing,0,0
cdc recommends men shave beards protect coronavirus,1,1
corona,0,0
female overseas filipino worker ofw saudi arabia beheaded testing positive covid 19 disease caused novel coronavirus,1,1
former scientific advisor pfizer michael yeadon claims pandemic fundamentally u k know loads people prior immunity covid 19,1,0
acc mohfw india actual caseload covid19 803552 total 3387500 covid positive cases per strategy successful keep less mortality comparatively account covid 19 fatalityrate 1 82 amp recoveryrate 76 28 1 2,0,0
mantova hospital italy tests plasma treatment heal covid 19 patients italian government sent carabinieri stop experimentation bill gates,1,1
remarks made spanish health official fernando sim n 9 days ago,1,1
portals published photo claim taken buses public transport company skopje photo shows person protective equipment public transport enough someone claim buses skopje disinfected coronavirus presence passengers,1,1
mayor el espinal colombia bought false tests covid 19,1,1
infectious disease experts warn outbreak risks us border detention centers,0,0
united states 3 million cases covid 19 130 000 people died yet donald trump continues say fade away unbelievable paying price president incompetence every single day,1,1
italian doctor worked shenzhen hospital china issued series instuctions locating treating new coronavirus sars cov 2,1,1
like live quarantine zone,0,0
news government covid 19 alert level reduced asleep comatose,1,0
cats dogs may associated coronavirus transmission,1,0
define covid 19 contact tracing protocol,0,0
massive thanks state employees updating public health sites difficult circumstances huddled team put together suggestions covid19 test data reporting could improved make aggregation easier,0,0
race save first draft coronavirus history internet oblivion,0,1
people living longer healthier lives covid 19 threatens throw progress track,0,0
hello check highlights assiscity suspected stabbing man candido mota found dead police child paulo pebbles rare disease finds compatible donor germany region six confirmed cases five cities interior paulo assisi project collects prepares food truckers help r 600 informal worker approved senate goes sanction assisi drive thru vaccinate elderly tuesday post office apprentice project opens registrations unopar assisi undergraduate courses monthly fees r 149 90 follow assiscity social networks facebook instagram twitter,0,0
video fire accident took place solapur airport 05 april 2020,1,1
criteria return work healthcare personnel confirmed suspected covid 19 interim guidance,0,0
mexico confirmed cases covid 19,1,0
runny nose coughing sputum symptoms covid 19,1,0
ghaziabad patient tested negative novel coronavirus covid 19 coronavirus covid2019india kumarkunalmedia,0,0
schizophrenia covid 19 management support,0,0
president donald trump announced commercialization vaccine,1,1
patient covid 19 battle changed test protocols,0,0
coronavirus uk map latest deaths confirmed covid 19 cases,0,0
itings city alert south minas ses mg confirms two cases coronaviruses number rises 11 southern mg state department health ses mg confirmed thursday 2 two cases new coronavirus southern minas two confirmed cases pouso alegre mg largest number confirmed cases disease region number cases confirmed state goes 11 another case already confirmed city toledo yet entered official list also according ses mg yet another 2 718 suspected cases 136 cities southern minas gerais minas gerais accounts 39 084 suspected coronavirus 370 confirmed cases far 53 deaths investigation six confirmed southern minas gerais suspicious deaths disease varginha three hearts passos cruzilia itajub least two suspicious deaths already discarded lavras varginha confirmed south minas health department 3 pouso alegre 2 po os de caldas 1 good hope 1 campo belo 1 extreme 1 alfenas 1 lavras 1 steps suspected cases state department health updated number suspected cases south minas thursday 2 according new data released region 2 718 suspected cases 136 cities region itings city alert,0,0
image claiming polish church get 4 6 billion zlotys government due coronavirus,1,1
look absurd system venezuela para ba state government signs decree requires administratively assets private companies well private hospitals guys going stop looted 100 million reais health taking private goods repudiation note para ba state government representative entities sectors para ba productive economy come public output state decree 40 135 published edition tuesday march 31 2020 official gazette governor jo azevedo authorizes administrative request state intervention exclusive character property giving secretary state health person delegated right request health beds well goods mobile real estate services natural legal persons confront covid 19 pandemic understand seriousness situation world faces due spread pandemic make available help needed prevent lives reaped however para ba business class feels cornered get answers state government regarding measures address virus provoked crisis faced news commercial establishments would target operations inventories force compliance decree economic damage caused new coronavirus still incalculable entrepreneurs want know turn pay bill get back dealing daily consequences closure trade mass layoffs bankruptcy companies yet continue bear high tax burden remains untouchable governor far commented icms postponement requests even launched project recovery economy states federation already anticipated contrary expected honorable lord jo azevedo adopted dictatorial practices dealing situation face instead dialogue prefers impose humiliation entrepreneurs forced submit reiterate availability collaborating government stand still following images merchants inventories confiscated state without reason agree moment difficult yes public calamity established throughout brazil also ask respect business class wants treated ally fight pandemic enough terrorism situation asize note accg cdl face pb fiep sindcampina sinduscon secovi,0,0
ademir martins,0,0
pandemic causing kids regress experts say,0,0
bahraini women escape quarantine,1,1
considerations providing hemodialysis patients suspected confirmed covid 19 acute care settings,0,0
delhi records highest covid 19 cases recoveries day pic twitter com 5zlbqskp7b,0,0
thousands gather russia victory day parade covid 19 cases pass 600k,0,0
military convoy transporting people died covid 19 pandemic italy,1,1
whatsapp message contains multiple health advises,1,1
eddie van halen dies cancer 65,0,0
investigational chimp adenovirus mers cov vaccine protects monkeys,0,1
bodies people infected coronavirus lying road italy one carrying due risk infection,1,1
hospitals advising people wear gloves petrol pumps,1,1
breaking ronan keating announces banning audiences traditional lovin day mosh forthcoming shows due coronavirus,1,1
presidential candidate donald trump promised secure 4 growth national economy succeeded even coronavirus pandemic sent economy recession,1,1
cash king lewis hamilton shocked australian gp green light covid 19 outbreak,0,0
glimpsed digital dollar might work thanks coronavirus,0,1
people starting enter ers fungal lung infections wearing masks,1,1
2005 study found chloroquine inhibitory effects animal cells infected sars covid 19 drug given actual human patients study authors wrote research needed,1,1
rt niosh fire management agencies encourage personnel self monitor symptoms covid19 firefighters symptoms sh,0,0
european union lifted economic sanctions syria,1,0
live updates c region highest rate covid 19 deaths md hospital reopens absorb virus patients,0,0
1332 people recovered 89 confirmed probable cases recovered 7323 tests processed yesterday brings total number tests 168023 2 people currently hospital,0,0
corona viruses something wrong wuhan shanghai 629 km wuhan beijing 1052 km wuhan milan 8700 km wuhan new york 12000 km wuhan etli 8670 km wuhan london 8880 km wuhan paris 8900 km wuhan spain 9830 km wuhan india 3575 km wuhan iran 6560 km something wrong virus corona virus originated city wuhan china reached every corner world virus hit capital china beijing economic capital shanghai near wuhan beijing city china leaders live military leaders live control china power locking beijing open corona effect shanghai city manages economy china economic capital china live rich people china keep industry working block crown effect corona pandemic virus informed create panic around world come beijing shanghai important ask china question largest developed countries world possible stop corona corona created terror big cities world conflict come beijing get shanghai beijing shanghai areas adjacent wuhan wuhan virus came every corner world virus reached beijing shanghai today almost everyone locked economy paralyzed main cities china open april 8 china also opening wuhan whole world plagued terror new cases coming china china open another great thing stock market around world fallen almost half china participation market 3 000 2700 also effect virus chinese market whatever things point one thing bo corona biochemical weapon china china left destruction world killing people china controlled virus maybe also medicines sharing world,1,1
evidence 5g forcibly installed schools,1,1
coronaviruscrisis mumbai becomes covid 19 epicentre 539 cases reported past 24 hours india today mustafashk joins details itvideo pic twitter com tvmybmw4u1,0,0
italy discovered covid 19 bacterium rather virus,1,1
covid super spreaders fill room virus,0,0
rt drharshvardhan covid19update india recovery rate amongst covid19 patients stands 76 24 case fatality rate slumped f,0,0
odisha cm held telephonic discussion pm narendra modi regarding covid 19 situation upcoming rath yatra coronavirusoutbreak iamsuffian,0,0
speech v ra jourov equipping europe better tools defend rule law democratic values,0,0
adrolada almeida ex mayor itoror talks video exams presented positive new coronavirus isolation,0,1
poll finds 38 americans say drink corona beer virus,1,1
prolonged use face masks causes o2 deficiency co2 intoxication,1,1
coronavirusupdates covid19 testing status update icmrdelhi stated 063661060 samples tested september 19 2020 1206806 samples tested september 19 2020 staysafe indiawillwin,0,0
antibiotic azithromycine really efficient covid 19,1,0
covid produces inflammatory response,0,0
video shows health workers turning back protest official car passes supposedly protest minister health spain salvador illa minister equality irene montero gregorio mara n hospital,1,1
indiafightscorona india covid19 deaths per million population also amongst lowest world india 53 deaths per million population whereas world average stands 115 secretary mohfw india staysafe indiawillwin icmrdelhi,0,0
containing covid 19 highest priority,0,0
500 000 people could died august uk action taken hoped social distancing limit deaths 20 000 mean 480 000 lives saved many people die covid 19 would died anyway pic twitter com 55dsu3qelu,0,0
says wisconsin person election caused surge new coronavirus cases,1,1
first volunteer uk coronavirus vaccine trial died,1,1
covid 19 deaths lombardy due flu vaccines,1,1
official document approved italian health ministry bans autopsies covid 19 deceased patients,1,1
repercussions antibiotics overuse pandemic,0,0
drinking alcohol cure covid 19,1,1
although germany closes borders refugees migrants may still come medically checked coronavirus,1,1
david uip used chloroquine treatment course yes doubt none problem assume used automatically giving reason correct bolsonaro doria right hand man possibility taking almost null doria prefers see death rates increase stratospheric levels say warned lot people would die certainly used beginning contamination five days contaminated minister mandetta orientation accordance doria says applied patients serious condition serious condition simple patients serious condition little chance surviving survive raises doubt effectiveness chloroquine falls bolsonaro discredit drug defended patients receiving treatment early contamination 99 chance cured case david uip use drug beginning treatment suggestion jair bolsonaro accepted bolsonaro right question among conspirators would unacceptable see president right administering drug beginning seeing almost 100 healed patients wait patients reach serious condition little chance surviving certainly bite nails teeth second option possibly even give little help patients get faster serious condition never doubt left satanism idea demonic may god deliver us keep evil,1,1
laguna sc civil police state santa catarina laguna police station complex began date 25 03 support supervision epidemiological barrier held city entrance educational preventive action carried health agency municipality laguna sc since significant increase circulation vehicles municipalities entering city seen purpose inspection comply state government decree well guide citizens remain quarantine coronaviruses covid 19 reinforce warning need every population stay home avoid agglomerations thus preventing spread virus,0,0
next week even symptoms please test south west auckland greater health risk get covid 19 tests free 1100 testing sites nationwide,0,0
many covid infected hospital workers asymptomatic,0,0
mask wearers beware caller radio talk show recently shared wife hospitalized told covid couple days left live doctor friend suggested tested legionnaires disease wore mask every day day long turns legionnaires disease moisture bacteria mask given antibiotics within two days better spikes covid really something else due mask wearing copied pasted checked true,1,1
lancet editor attacks uk government catastrophic handling covid 19 pandemic,0,0
states reported fewer 21k new cases today 7 day average fell bit last week higher numbers seen lower numbers especially big states like ca tx,0,0
latest update ministry health manat hauora third consecutive day reporting new cases covid 19 means new zealand combined total confirmed probable cases remains 1497 1147 confirmed,0,0
write covid exam showing family loses life insurance,1,1
video dozens coffins huddled cemetery nicaragua,1,1
nurses resigned due covid 19 jamati patients misbehaved,1,1
cdc recommends men shave beards protected new coronavirus,1,1
mixture roasted orange brown sugar give back sense taste recovering covid 19,1,1
getting texas antigen test results public view tangled process glad see houstonchron reported whole story last weekend,0,0
claim video amitabh bacchan praising nanavathi hospital covid warriors released,1,1
usa china two pump,0,1
never chance work something high level silvina masciotra became interested biology high school works white house coronavirus task force help states covid19 testing dyk mask cover nose mouth help protect others slow spread covid19 learn wear mask correctly wearamask doyourpart planning stay friends family outside household evacuate storm talk best protect covid19 find safety tips must continue help slow spread covid19 loved ones future part wear mask stay 6 feet away others wash hands learn dyk holding talking baby great way support development find parenting tips visiting hcps electronic case reporting ecr reduces burden healthcare professionals amp facilities automating submission mandated case reports public health departments ecr provides complete data faster traditional case reporting disaster plan family including pets event hurricane severe storm year aware shelter location may changed check local authorities make plan storm covid19 rt cdcemergency wondering daily activities safely protecting amp loved ones covid19 help rt cdchep getting vaccinated hepatitisb helps protect others getting infected learn get vac rt niosh covid19 pandemic raised many questions transmission virus causes covid 19 aerosol scientists answer rt cdcenvironment ac times extremeheat prevent heat related illnesses drinking cold drinks taking cool shower bat rt hhsgov wildfires spread quickly destroying homes putting lives danger take steps ready wildfire prepare salmonella outbreak eat serve sell recalled peaches packed supplied wawona packing company 68 people 9 states sick salmonella linked peaches information rt cdcflu cdc published updated fluvaccine recommendations 2020 21 season cdcmmwr getting flu vaccine season rt surgeon general heading weekend make sure part following 3 w watch distance wear rt cdcinjury today recognize honor contributions senior citizens help older adults stay strong safe independent rt hhsgov make summer follow six tips stay active healthy safe latest cdc covidview report shows percentage deaths attributed covid19 7 8 although lower previous week 12 6 percentage epidemic threshold likely increase death certificates counted rt cdcenvironment create go kit personal items without case need evacuate include hand sanitizer soap august 17 forecasts suggest 9600 new weekly deaths reported week ending september 12 data predict 187000 205000 total reported covid19 deaths us september 12 learn condoms plus effective birth control method help prevent hiv stis unintended pregnancy 9 high school students used approach last time sex dyk data suggest mosquito tick bites spread coronaviruses main way covid19 spreads person person learn region united states experiences climate change impacts health differently cdc helping local communities prepare regional health impacts climate change read cdc new report rhode island child care programs followed reopening requirements limited interactions classes adults wearing masks rihumanservices limited spread covid19 read cdcmmwr rihealth publichealth professionals begun planning flu vaccination clinics fall see updated guidance help plan implement mass clinics including guidance physical distancing ppe enhanced sanitation parents children ages 0 2 years missed well child visits covid19 monday august 24 ask questions may essential childhood vaccines instagram q amp 12 2pm et clinicians season high dose amp adjuvanted fluvaccines available quadrivalent formulation patients 65 vaccines intended produce better immune response therefore better protection age group learn rt cdctravel thinking traveling go consider following covid19 spreading destination mo rt cdc drh smoking pregnancy increases risk health problems developing babies quitting smoking pregnancy rt cdcenvironment poison centers free available everyone call 1 800 222 1222 text poison 797979 save poison hel rt hhsgov dyk high humidity make tougher body deal warm weather keep cool summer tips fro rt cdc hivaids 2018 south nation highest rate new hiv diagnoses south larger geographically dispers rt cdcemergency wearing mask mean practice social distancing answer wearing mask public rt hhsgov recently recovered covid19 confirmed positive test please consider donating bloodplasma help save rt surgeon general planning trip beach risk covid19 highest less 6 ft people crow rt cdc ncezid mosquitoes kill people animal planet take simple steps protect fam rt cdcglobal worldmosquitoday imagine world without malaria video message drmartincdc shares cdc usaid ha outbreak 68 people 9 states sick salmonella linked bagged peaches eat serve sell recalled wawona brand bagged peaches sold aldi stores several states info new cdcmmwr report shows mass testing 16 u prisons jails identified 12 times cases covid19 testing offered based symptoms alone learn released 2019 youth risk behavior survey results latest health risks experiences among youth find data cdcyrbs see cdcmmwr fluvaccine recommendations doctors nurses pharmacists follow 2020 21 flu season getting flu vaccine important ever help reduce strain healthcare system save medical resources new cdcmmwr learn rigorous testing intake separating new incarcerated people groups likely helped prevent covid19 outbreak correctional facilities puerto rico learn planning stay friends family outside household evacuate wildfires talk best protect covid19 find safety tips hcps miss today cdc clinician outreach communication coca call 2020 2021 influenza vaccination recommendations clinical guidance covid 19 pandemic 2 3 pm et covid19 child recently diagnosed acute flaccid myelitis afm devastating cause uncertainties recovery read stories parents shoes get support afm community strongertogether afmawareness afm rt cdc cancer dyk one many benefits breastfeeding lower mother risk cancers learn b rt cdcchronic good news healthy people 2030 objectives available 11 oralhealth objectives focus improving oral health acros rt cdcinjury tele started using opioids young age 13 today shares struggles road recovery hopes help rt cdcenvironment wearing masks public help stop spread covid19 masks protect wildfire smoke limit rt cdctravel travel take steps protect amp others covid19 wear mask public avoid close contact ot rt secazar role play preventing spread covid19 covidstopswithme rt cdcstd need basic information stds order free print copies cdc facts brochures available english sp,0,0
rural low density counties might experience slower spread also generally far fewer healthcare resources cities contain covid systems going overwhelmed rural areas potentially especially,0,0
virtual reality could help flu vaccination rates,0,0
assume hospitals increase available beds covid 19 patients approximately 5 per day reach maximum capacity increase 107 current bed capacity,0,0
bossle family circus hit especially hard pandemic stranded netherlands since march read impact pandemic circus performers washingtonpost,0,0
indiafightscorona number recovered patients outpaced active cases 704348 than17 lakh recovered patients are3 41 times active cases date details mohfw india drharshvardhan icmrdelhi staysafe,0,0
video shows fbi raid synagogue requisition medical devices,1,1
doria firm agreement production covid 19 vaccine chinese laboratory involved corruption scandal,1,1
new website track record publishing conspiracy theories russian propaganda claimed covid 19 pcr tests scientifically meaningless pants fire false,1,1
russia supply anti covid avifavir 17 countries based japanese drug favipiravir several countries developed covid drugs like japanese avigan us chinese remdesivir russian avifavir post registration clinical trials complete,1,1
city centre italy covid 19 tragedy works heal deep scar pic twitter com tubihgevy4,0,0
cdc new info help camps youth sports k12 schools higher ed restaurants bars operate covid19 materials emphasize importance working w local health officials make decisions help prevent spread covid 19 see pic twitter com x1qmkvwvj9,0,0
people said flying cars 2020 still learning wash hands covid19,1,0
yesterday labs completed 4303 tests bring total 348822,0,0
telepsychiatry benefits access,0,0
audio says pandemic created program activation pathogens magnetic fields virus,1,1
association planters estimated assam tea industry would end losing least 1 218 crore due impact covid 19 lockdown assam tea covid19,0,0
widely shared image social media people dressed military fatigues walking clapham junction claims proof government locking area london widely new coronavirus,1,1
film titled plandemic indoctornation promotes idea coronavirus pandemic ravaging countries around world result elaborate conspiracy,1,1
new interview fox president trump suggests india could early access covid 19 vaccines developed us since pm modi accepted request hcq,1,1
video speech tedros adhanom ghebreyesus voiceover man says warning brazil imported masks china india contaminated sars cov 2,1,1
coronavirusupdates covid19 testing status update icmrdelhi stated 61572343 samples tested upto september 17 2020 1006615 samples tested september 17 2020 staysafe indiawillwin,0,0
university clinic vienna conducted research linked covid 19 drug ibuprofen majority patients severe symptoms used drug,1,0
american girl honors front line heroes,0,0
covid 19 ex supreme court judge lambasts disgraceful policing,0,0
pictures show angela merkel policians standing close together keeping distance,1,0
balancing health liberty pandemic requires sensible compromising,0,0
lieutenant colonel,0,0
says covid 19 remains air eight hours everyone required wear masks everywhere,1,1
survived calamitous landslip claimed 59 lives kavalappara pothukal panchayat near nilambur last year found opportunity covid 19 lockdown covid19 kerala lockdown,0,1
taking flu shot causes false positive results covid 19 tests,1,1
vp pence said total 254000 americans tested current tally completed tests 235374 implies covid19tracking captured 89 people tested far,0,0
weare spartan mennewsdesk rebeccadaymen read people good levels vitamin 98 less chance severe covid worth supplementing,1,0
novel coronavirus may transmitted via fmt fda warns,0,0
covid 19 copd risks precautions,0,0
gsk ties gene editing start mammoth covid 19 test pic twitter com grv9beo32k,0,0
coronavirus positive patient found jamnagar city state gujarat,1,1
discovera production k brunno hour hour v v k anti virus la ginga anti virus la anti virus gringa la ginga anti virus la anti virus gringa la ginga anti virus la gringa anti virus la anti virus gringa la gringa anti virus la anti virus gringa la ginga anti virus la anti virus gringa la gringa anti virus la anti virus gringa la gringa anti virus la gringa anti virus la anti virus gringa la ginga anti virus la anti virus gringa la gringa anti virus la gringa anti virus la gringa,0,1
cms hikes telephone visit payments pandemic,0,0
italy sewage study suggests covid 19 december 2019 pic twitter com idixd6sqxd,0,0
dna virus spread across hospital ward 10 hours,0,1
worlds first covid19 vaccine russia given putin daughter russianvaccine,1,1
authorities identified international chemical warfare terrorist samuel whitcomb hyde behind deadly china coronavirus,1,1
video people italy offering namaz streets due covid 19,1,1
latest covidview report shows adults 65 older experiencing highest rates covid19 associated hospitalizations followed adults age 50 64 years additional data reported race ethnicity age week learn,0,0
rt adammccu urgently needed airports thaali bajao bajao coronil bhabhi ji papad petal showers lights corona mat,1,0
one shocking video gandhi hospital hyderabad emerges covid patients sitting corridors floor nobody hospital staff check,1,1
ianogradyaz paul healy provide numbers public labs negatives commercial tests like close cigar alexismadrigal,0,0
newly developed coronavirus whistling test works like charm coronavirus disease norway c19 oslo,1,1
pinal county arizona recovery take time virus could also make comeback taking potential risk table adds problems facing let get ahead curve chance,0,0
image nurses yangon specialist hospital shaving heads precautionary measure covid 19,1,1
yesterday laboratories processed 3289 tests bringing total number tests completed date 490232 720 swabs taken managed isolation quarantine facilities yesterday thanks everyone come forward tested,0,0
coronavirus disease caused bacterium turn causes thrombosis moreover bacteria get stronger influence 5g waves,1,1
man beaten deoria india lockdown time,1,1
new fad disease called coronavirus sweeping headlines funny enough patent coronavirus filed 2015 granted 2018,1,1
video muslim leader accidentally shot dead celebratory firing recovered covid 19 pakistan,1,1
anthony scaramucci says knows donald trump want get tested coronavirus donaldtrump,1,1
map shows different parts france get confinement,1,1
453 new cases covid19nigeria lagos 113 fct 72 plateau 59 enugu 55 kaduna 38 ondo 32 osun 26 ebonyi 20 ogun 9 delta 8 borno 7 akwa ibom 6 oyo 5 bauchi 1 kano 1 ekiti 1 47743 confirmed 33943 discharged 956 deaths,0,0
special considerations health departments,0,0
ivig cures covid 19,1,1
wisconsin state republicans voted protecting citizens,1,1
covid 19 pretense invouluntary implemantation microchips legalization pedophilia,1,1
silent covid 19 cases may stymie screening efforts,0,0
penedo municipality epidemiological surveillance coordinator leading coronavirus pandemic something without slightest importance instead giving example mr maciel oliveira also assumes vice presidency francisco river basin committee mocks epidemic frightens brazilian people including penedenses self employed workers knowing put food tables public servant penedo city hall opens champagne house full guests since saturday 21 celebrates salary surely bank account end month,0,0
seeing rise novel coronavirus india recommended government india lockdown country 4 15 20 6 15 20,1,1
hfa director work marathon deal kind thing closed partnership arbert einstein sp use artificial intelligence system help care population case worsening covid 19 crisis well super important emergency measures meanwhile kim thinks politics makes cardboard,0,0
states reported 26k new cases today higher daily number seen since mid may,0,0
tests airlines strong tests getting getting tests trains getting getting,1,0
british prime minister boris johnson stable condition receiving oxygen support covid 19 complications coronaviruscrisis covid19 world,0,0
covid 19 wipe equivalent 195m jobs says un agency,0,0
cdc warning men trophy wives coronavirus dranthonyfauci warning trophywife,1,1
report outbreak idiocy spreading 10 000 times faster coronavirus coronovirus,1,1
interim guidance communities faith,0,0
india covid 19 recovery rate reached 25 govt said coronavirusoutbreak,0,0
look muslims prayers gathered hundreds police run away started stone pelting defiance police use force obey local curfew orders police india enforce guns means besides lathi cane charge live let live rule,1,1
spanish politician ortega smith said prefer get covid 19 gay,1,1
image indian muslims praying rooftops despite complete lockdowns,1,1
indiafightscorona india one lowest covid19 mortality globally less 2 case fatality rate result supervised home isolation amp effective clinical treatment many states uts cfr lower national average,0,0
long queue outside covid testing lab hyderabad goes viral video hyderabad coronavirus,0,1
one supermarket charente maritime france took advantage epidemic increased prize kilo potatoes 1 7 euros,1,1
daily update published tracked 14 6 million tests 441k yesterday new single day high note track tests state reports details see,0,0
cdc says despite rumors mimes safe coronavirus behind invisible glass jesus coronavirus cdc mime,1,1
photo claiming sars cov 2 old virus known since 2003,1,1
cnj ministry health endeavor burial without certificate death records mention possibility involvement coronavirus joint ordinance ministry health national council justice cnj authorized burial cremation bodies even issuance death certificates pandemic new determinations published tuesday 31 also determine death records mention possibility involvement coronaviruses cases death due suspicious respiratory disease,0,0
386 new cases covid19 176 lagos 65 kano 31 katsina 20 fct 17 borno 15 bauchi 14 nasarawa 13 ogun 10 plateau 4 oyo 4 sokoto 4 rivers 3 kaduna 2 edo 2 ebonyi 2 ondo 1 enugu 1 imo 1 gombe 1 osun 3912 cases covid19 nigeria discharged 679 deaths 117,0,0
week cdc received 15 models forecast possible covid19 deaths us may 25 forecasts suggest increase total number deaths continue slow exceed 115000 june 20 forecasts vary state see,0,0
germany united states two best deaths per 100 000 people frankly perhaps important number,1,1
grounding techniques anxiety ptsd trauma,0,0
ophthalmology practices hit hard covid 19 closures changes,0,0
popping bubble wrap exposes people coronavirus,1,1
new coronavirus made lab genomic study shows,0,1
covid 19 shows weak points global food system,0,0
fact checking joe biden military coronavirus deaths offered vastly larger number mistaking michigan numbers military toll,1,1
one positive cases tokoroa visited toi ohomai institute technology feeling well aware potential exposure covid 19 positive cases tokoroa,0,0
reusing n95 masks nih found vaporized hydrogen peroxide uv light heat effective sanitizers coronavirus,0,1
using infrared thermometers forehead check temperature body harm organs head,1,1
coffee may slow spread colon cancer,0,0
drug made cow urine pigeon membrane cure coronavirus,1,1
pcr test swab length double length flu test,1,1
farce surrounding chinese virus epidemic led three great fallacies go everything already known medicine,1,1
new vaccine help cure coronavirus three hours,1,1
need worry spreading coronavirus cash,0,1
per ministry health family welfare india covid 19 tally climbed 4 067 cases increase 490 cases last 12 hours ending monday morning coronaviruscrisis covid19,0,0
coronavirus multiplies sewage pouring bleach sewage water would help,1,1
must heard various covid 19 patients mentioning loss smell taste one symptoms know covid 19 patients lose sense taste smell watch find newsmo vertical coronaviruspandemic pic twitter com brrxdbceab,0,0
bald bold lockdown locks embrace styles,0,1
news everyone looking forward coronavirus pandemic passing get back safely licking toilets,1,1
icmr set covid19 testing labs leh 18000 ft sea level 1366 labs across india icmrfightscovid19 visit details,0,0
photo gone viral social media shows military convoy transporting people died covid 19 pandemic italy,1,1
good check information true band becoming chinese army position year chinese programming brazilians make largest communist country latin america first virus pts weaken economic power make capitalists kneel hope video false eminent danger,1,1
existence canine coronavirus vaccine casts doubt statements one humans,1,1
hold breath covid 19 vaccine 2020,0,1
highlights new nationwide measures follows 1 overnight curfew 8pm 6am means movement prohibited period except essential services takeresponsibility,0,0
daily update published tracked 15 6 million tests 453k yesterday new single day high note track tests state reports details see,0,0
ventura county public health director say california county forcibly moving people infected covid 19 homes quarantine,1,1
first nyc schools staffer die covid 19 much principal students,0,0
09 30 pm 7th april 254 confirmed cases 44 discharged 6 deaths info lagos 130 fct 50 osun 20 oyo 11 edo 11 bauchi 6 akwa ibom 5 kaduna 5 ogun 4 enugu 2 ekiti 2 rivers 2 benue 1 ondo 1 kwara 2 delta 1 katsina 1,0,0
survived homeschooling lockdown 2020 get shirt gt gt gt assuming survived homeschooling obviously,1,1
seasonal flu vaccines last months,0,1
chairman british medical association dr chaand nagpaul tells sky news doctors extremely worried prepared second wave coronavirus kayburley,0,0
demand flu vaccine soars countries plan second covid 19 wave,0,0
indiafightscorona railways announced suspension passenger services march 22 midnight march 31 midnight covid 19india,0,0
25 fema workers contracted covid 19,0,0
